"TaxonId"	"Subphylum"	"Order"	"Family"	"Species"	"SciName"	"Author"	"AnalysisTaxon"	"Status.2003"	"URL"	"Occurrence.status"
"2591"	264252	""	""	""	"Hoplothrips carpathicus"	"Hoplothrips carpathicus"	"Pelikan, 1961"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264252"	"Bofast och reproducerande"
"2592"	264253	""	""	""	"Hoplothrips corticis"	"Hoplothrips corticis"	"(De Geer, 1773)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264253"	"Bofast och reproducerande"
"2593"	264254	""	""	""	"Hoplothrips fungi"	"Hoplothrips fungi"	"(Zetterstedt, 1828)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264254"	"Bofast och reproducerande"
"2594"	264255	""	""	""	"Hoplothrips pedicularius"	"Hoplothrips pedicularius"	"(Haliday, 1836)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264255"	"Bofast och reproducerande"
"2595"	264256	""	""	""	"Hoplothrips polysticti"	"Hoplothrips polysticti"	"(Morison, 1949)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264256"	"Bofast och reproducerande"
"2596"	264257	""	""	""	"Hoplothrips ulmi"	"Hoplothrips ulmi"	"(Fabricius, 1781)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264257"	"Bofast och reproducerande"
"2597"	264258	""	""	""	"Hoplothrips unicolor"	"Hoplothrips unicolor"	"(Vuillet, 1914)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264258"	"Bofast och reproducerande"
"2598"	264259	""	""	""	"Liothrips austriacus"	"Liothrips austriacus"	"(Karny, 1909)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264259"	"Bofast och reproducerande"
"2599"	264260	""	""	""	"Liothrips setinodis"	"Liothrips setinodis"	"(O. M. Reuter, 1880)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264260"	"Bofast och reproducerande"
"2600"	264261	""	""	""	"Lispothrips crassipes"	"Lispothrips crassipes"	"(Jablonowski, 1894)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264261"	"Bofast och reproducerande"
"2601"	264262	""	""	""	"Megathrips lativentris"	"Megathrips lativentris"	"(Heeger, 1852)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264262"	"Bofast och reproducerande"
"2602"	264263	""	""	""	"Phlaeothrips annulipes"	"Phlaeothrips annulipes"	"O. M. Reuter, 1880"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264263"	"Bofast och reproducerande"
"2603"	264264	""	""	""	"Phlaeothrips bispinosus"	"Phlaeothrips bispinosus"	"Priesner, 1919"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264264"	"Bofast och reproducerande"
"2604"	264265	""	""	""	"Phlaeothrips coriaceus"	"Phlaeothrips coriaceus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264265"	"Bofast och reproducerande"
"2605"	264266	""	""	""	"Phlaeothrips denticauda"	"Phlaeothrips denticauda"	"Priesner, 1914"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264266"	"Bofast och reproducerande"
"2606"	264267	""	""	""	"Xylaplothrips fuliginosus"	"Xylaplothrips fuliginosus"	"(Schille, 1911)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264267"	"Bofast och reproducerande"
"2607"	264276	""	""	""	"Maderothrips longisetis"	"Maderothrips longisetis"	"(Bagnall, 1910)"	"Thysanoptera"	"absent"	"https://www.dyntaxa.se/taxon/info/264276"	"Bofast och reproducerande"
"2608"	266923	""	""	""	"Poecilothrips albopictus"	"Poecilothrips albopictus"	"Uzel, 1895"	"Thysanoptera"	"absent"	"https://www.dyntaxa.se/taxon/info/266923"	"Bofast och reproducerande"
"2610"	264149	""	""	""	"Aeolothrips albicinctus"	"Aeolothrips albicinctus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264149"	"Bofast och reproducerande"
"2611"	264150	""	""	""	"Aeolothrips astutus"	"Aeolothrips astutus"	"Priesner, 1926"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264150"	"Bofast och reproducerande"
"2612"	264151	""	""	""	"Aeolothrips ericae"	"Aeolothrips ericae"	"Bagnall, 1920"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264151"	"Bofast och reproducerande"
"2613"	264152	""	""	""	"Aeolothrips fasciatus"	"Aeolothrips fasciatus"	"(Linnaeus, 1758)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264152"	"Bofast och reproducerande"
"2614"	264153	""	""	""	"Aeolothrips intermedius"	"Aeolothrips intermedius"	"Bagnall, 1934"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264153"	"Bofast och reproducerande"
"2615"	264154	""	""	""	"Aeolothrips melaleucus"	"Aeolothrips melaleucus"	"Haliday, 1852"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264154"	"Bofast och reproducerande"
"2616"	264155	""	""	""	"Aeolothrips propinquus"	"Aeolothrips propinquus"	"Bagnall, 1924"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264155"	"Bofast och reproducerande"
"2617"	264156	""	""	""	"Aeolothrips versicolor"	"Aeolothrips versicolor"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264156"	"Bofast och reproducerande"
"2618"	264157	""	""	""	"Aeolothrips vittatus"	"Aeolothrips vittatus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264157"	"Bofast och reproducerande"
"2619"	264158	""	""	""	"Melanthrips fuscus"	"Melanthrips fuscus"	"(Sulzer, 1776)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264158"	"Bofast och reproducerande"
"2620"	264159	""	""	""	"Rhipidothrips niveipennis"	"Rhipidothrips niveipennis"	"O. M. Reuter, 1899"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264159"	"Bofast och reproducerande"
"2622"	264160	""	""	""	"Anaphothrips badius"	"Anaphothrips badius"	"(Williams, 1913)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264160"	"Bofast och reproducerande"
"2623"	264161	""	""	""	"Anaphothrips obscurus"	"Anaphothrips obscurus"	"(O.F. Mller, 1776)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264161"	"Bofast och reproducerande"
"2624"	264162	""	""	""	"Apterothrips secticornis"	"Apterothrips secticornis"	"(Trybom, 1896)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264162"	"Bofast och reproducerande"
"2625"	264163	""	""	""	"Aptinothrips elegans"	"Aptinothrips elegans"	"Priesner, 1924"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264163"	"Bofast och reproducerande"
"2626"	264164	""	""	""	"Aptinothrips rufus"	"Aptinothrips rufus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264164"	"Bofast och reproducerande"
"2627"	264165	""	""	""	"Aptinothrips stylifer"	"Aptinothrips stylifer"	"Trybom, 1894"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264165"	"Bofast och reproducerande"
"2628"	264166	""	""	""	"Baliothrips dispar"	"Baliothrips dispar"	"(Haliday, 1836)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264166"	"Bofast och reproducerande"
"2629"	264167	""	""	""	"Belothrips acuminatus"	"Belothrips acuminatus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264167"	"Bofast och reproducerande"
"2630"	264168	""	""	""	"Belothrips morio"	"Belothrips morio"	"O. M. Reuter, 1899"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264168"	"Bofast och reproducerande"
"2631"	264169	""	""	""	"Ceratothrips ericae"	"Ceratothrips ericae"	"(Haliday, 1836)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264169"	"Bofast och reproducerande"
"2632"	264170	""	""	""	"Chaetanaphothrips orchidii"	"Chaetanaphothrips orchidii"	"(Moulton, 1907)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264170"	"Bofast och reproducerande"
"2633"	264171	""	""	""	"Chirothrips hamatus"	"Chirothrips hamatus"	"Trybom, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264171"	"Bofast och reproducerande"
"2634"	264172	""	""	""	"Chirothrips manicatus"	"Chirothrips manicatus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264172"	"Bofast och reproducerande"
"2635"	264173	""	""	""	"Ctenothrips distinctus"	"Ctenothrips distinctus"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264173"	"Bofast och reproducerande"
"2636"	264174	""	""	""	"Dendrothrips degeeri"	"Dendrothrips degeeri"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264174"	"Bofast och reproducerande"
"2637"	264175	""	""	""	"Dendrothrips saltatrix"	"Dendrothrips saltatrix"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264175"	"Bofast och reproducerande"
"2638"	264176	""	""	""	"Drepanothrips reuteri"	"Drepanothrips reuteri"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264176"	"Bofast och reproducerande"
"2639"	264177	""	""	""	"Echinothrips americanus"	"Echinothrips americanus"	"Morgan, 1913"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264177"	"Bofast och reproducerande"
"2640"	264178	""	""	""	"Euchaetothrips kroli"	"Euchaetothrips kroli"	"(Schille, 1911)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264178"	"Bofast och reproducerande"
"2641"	264179	""	""	""	"Firmothrips firmus"	"Firmothrips firmus"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264179"	"Bofast och reproducerande"
"2642"	264180	""	""	""	"Frankliniella intonsa"	"Frankliniella intonsa"	"(Trybom, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264180"	"Bofast och reproducerande"
"2643"	264181	""	""	""	"Frankliniella occidentalis"	"Frankliniella occidentalis"	"(Pergande, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264181"	"Bofast och reproducerande"
"2644"	264182	""	""	""	"Frankliniella pallida"	"Frankliniella pallida"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264182"	"Bofast och reproducerande"
"2645"	264183	""	""	""	"Frankliniella tenuicornis"	"Frankliniella tenuicornis"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264183"	"Bofast och reproducerande"
"2646"	264184	""	""	""	"Heliothrips haemorrhoidalis"	"Heliothrips haemorrhoidalis"	"(Bouch, 1833)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264184"	"Bofast och reproducerande"
"2647"	264185	""	""	""	"Hercinothrips femoralis"	"Hercinothrips femoralis"	"(O. M. Reuter, 1891)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264185"	"Bofast och reproducerande"
"2648"	264186	""	""	""	"Iridothrips iridis"	"Iridothrips iridis"	"(Watson, 1924)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264186"	"Bofast och reproducerande"
"2649"	264187	""	""	""	"Kakothrips robustus"	"Kakothrips robustus"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264187"	"Bofast och reproducerande"
"2650"	264188	""	""	""	"Limothrips cerealium"	"Limothrips cerealium"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264188"	"Bofast och reproducerande"
"2651"	264189	""	""	""	"Limothrips denticornis"	"Limothrips denticornis"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264189"	"Bofast och reproducerande"
"2652"	264190	""	""	""	"Mycterothrips consociatus"	"Mycterothrips consociatus"	"(Targioni-Tozzetti, 1886)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264190"	"Bofast och reproducerande"
"2653"	264191	""	""	""	"Mycterothrips latus"	"Mycterothrips latus"	"(Bagnall, 1912)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264191"	"Bofast och reproducerande"
"2654"	264192	""	""	""	"Mycterothrips salicis"	"Mycterothrips salicis"	"(O. M. Reuter, 1879)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264192"	"Bofast och reproducerande"
"2655"	264193	""	""	""	"Neohydatothrips gracilicornis"	"Neohydatothrips gracilicornis"	"(Williams, 1916)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264193"	"Bofast och reproducerande"
"2656"	264194	""	""	""	"Odontothrips biuncus"	"Odontothrips biuncus"	"John, 1921"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264194"	"Bofast och reproducerande"
"2657"	264195	""	""	""	"Odontothrips intermedius"	"Odontothrips intermedius"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264195"	"Bofast och reproducerande"
"2658"	264196	""	""	""	"Odontothrips loti"	"Odontothrips loti"	"(Haliday, 1852)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264196"	"Bofast och reproducerande"
"2659"	264197	""	""	""	"Odontothrips phaleratus"	"Odontothrips phaleratus"	"(Haliday, 1836)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264197"	"Bofast och reproducerande"
"2660"	264198	""	""	""	"Oxythrips ajugae"	"Oxythrips ajugae"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264198"	"Bofast och reproducerande"
"2661"	264199	""	""	""	"Oxythrips bicolor"	"Oxythrips bicolor"	"(O. M. Reuter, 1879)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264199"	"Bofast och reproducerande"
"2662"	264200	""	""	""	"Oxythrips ulmifoliorum"	"Oxythrips ulmifoliorum"	"(Haliday, 1836)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264200"	"Bofast och reproducerande"
"2663"	264201	""	""	""	"Parthenothrips dracaenae"	"Parthenothrips dracaenae"	"(Heeger, 1854)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264201"	"Bofast och reproducerande"
"2664"	264202	""	""	""	"Platythrips tunicatus"	"Platythrips tunicatus"	"(Haliday, 1852)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264202"	"Bofast och reproducerande"
"2665"	264203	""	""	""	"Pteridothrips pteridicola"	"Pteridothrips pteridicola"	"(Karny, 1914)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264203"	"Bofast och reproducerande"
"2666"	264204	""	""	""	"Rhaphidothrips longistylosus"	"Rhaphidothrips longistylosus"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264204"	"Bofast och reproducerande"
"2667"	264205	""	""	""	"Rubiothrips ferrugineus"	"Rubiothrips ferrugineus"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264205"	"Bofast och reproducerande"
"2668"	264206	""	""	""	"Rubiothrips silvarum"	"Rubiothrips silvarum"	"(Priesner, 1920)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264206"	"Bofast och reproducerande"
"2669"	264207	""	""	""	"Rubiothrips validus"	"Rubiothrips validus"	"(Karny, 1910)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264207"	"Bofast och reproducerande"
"2670"	264208	""	""	""	"Scirtothrips longipennis"	"Scirtothrips longipennis"	"(Bagnall, 1909)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264208"	"Bofast och reproducerande"
"2671"	264209	""	""	""	"Scolothrips uzeli"	"Scolothrips uzeli"	"(Schille, 1910)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264209"	"Bofast och reproducerande"
"2672"	264210	""	""	""	"Sericothrips bicornis"	"Sericothrips bicornis"	"(Karny, 1910)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264210"	"Bofast och reproducerande"
"2673"	264211	""	""	""	"Sericothrips staphylinus"	"Sericothrips staphylinus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264211"	"Bofast och reproducerande"
"2674"	264212	""	""	""	"Stenothrips graminum"	"Stenothrips graminum"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264212"	"Bofast och reproducerande"
"2675"	264213	""	""	""	"Taeniothrips inconsequens"	"Taeniothrips inconsequens"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264213"	"Bofast och reproducerande"
"2676"	264214	""	""	""	"Taeniothrips picipes"	"Taeniothrips picipes"	"(Zetterstedt, 1828)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264214"	"Bofast och reproducerande"
"2677"	264215	""	""	""	"Thrips alni"	"Thrips alni"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264215"	"Bofast och reproducerande"
"2678"	264216	""	""	""	"Thrips angusticeps"	"Thrips angusticeps"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264216"	"Bofast och reproducerande"
"2679"	264217	""	""	""	"Thrips atratus"	"Thrips atratus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264217"	"Bofast och reproducerande"
"2680"	264218	""	""	""	"Thrips dilatatus"	"Thrips dilatatus"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264218"	"Bofast och reproducerande"
"2681"	264219	""	""	""	"Thrips discolor"	"Thrips discolor"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264219"	"Bofast och reproducerande"
"2682"	264220	""	""	""	"Thrips flavus"	"Thrips flavus"	"Schrank, 1776"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264220"	"Bofast och reproducerande"
"2683"	264221	""	""	""	"Thrips fuscipennis"	"Thrips fuscipennis"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264221"	"Bofast och reproducerande"
"2684"	264222	""	""	""	"Thrips juniperinus"	"Thrips juniperinus"	"Linnaeus, 1758"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264222"	"Bofast och reproducerande"
"2685"	264223	""	""	""	"Thrips major"	"Thrips major"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264223"	"Bofast och reproducerande"
"2686"	264224	""	""	""	"Thrips minutissimus"	"Thrips minutissimus"	"Linnaeus, 1758"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264224"	"Bofast och reproducerande"
"2687"	264225	""	""	""	"Thrips nigropilosus"	"Thrips nigropilosus"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264225"	"Bofast och reproducerande"
"2688"	264226	""	""	""	"Thrips palmi"	"Thrips palmi"	"Karny, 1925"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264226"	"Bofast och reproducerande"
"2689"	264227	""	""	""	"Thrips physapus"	"Thrips physapus"	"Linnaeus, 1758"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264227"	"Bofast och reproducerande"
"2690"	264228	""	""	""	"Thrips pini"	"Thrips pini"	"(Uzel, 1895)"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264228"	"Bofast och reproducerande"
"2691"	264229	""	""	""	"Thrips tabaci"	"Thrips tabaci"	"Lindeman, 1889"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264229"	"Bofast och reproducerande"
"2692"	264230	""	""	""	"Thrips trehernei"	"Thrips trehernei"	"Priesner, 1927"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264230"	"Bofast och reproducerande"
"2693"	264231	""	""	""	"Thrips validus"	"Thrips validus"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264231"	"Bofast och reproducerande"
"2694"	264232	""	""	""	"Thrips viminalis"	"Thrips viminalis"	"Uzel, 1895"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264232"	"Bofast och reproducerande"
"2695"	264233	""	""	""	"Thrips vulgatissimus"	"Thrips vulgatissimus"	"Haliday, 1836"	"Thysanoptera"	"present"	"https://www.dyntaxa.se/taxon/info/264233"	"Bofast och reproducerande"
"2698"	234125	""	""	""	"Cerobasis guestfalica"	"Cerobasis guestfalica"	"(Kolbe, 1880)"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234125"	"Bofast och reproducerande"
"2699"	234126	""	""	""	"Cerobasis annulata"	"Cerobasis annulata"	"(Hagen, 1865)"	"Psocoptera"	"absent"	"https://www.dyntaxa.se/taxon/info/234126"	"Bofast och reproducerande"
"2700"	234127	""	""	""	"Lepinotus inquilinus"	"Lepinotus inquilinus"	"von Heyden, 1850"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234127"	"Bofast och reproducerande"
"2701"	234128	""	""	""	"Lepinotus patruelis"	"Lepinotus patruelis"	"Pearman, 1931"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234128"	"Bofast och reproducerande"
"2702"	234129	""	""	""	"Lepinotus reticulatus"	"Lepinotus reticulatus"	"Enderlein, 1905"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234129"	"Bofast och reproducerande"
"2703"	234130	""	""	""	"Trogium pulsatorium"	"Trogium pulsatorium"	"(Linnaeus, 1758)"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234130"	"Bofast och reproducerande"
"2705"	234131	""	""	""	"Dorypteryx domestica"	"Dorypteryx domestica"	"(Smithers, 1958)"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234131"	"Bofast och reproducerande"
"2706"	234132	""	""	""	"Psyllipsocus ramburii"	"Psyllipsocus ramburii"	"Slys-Longchamps, 1872"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234132"	"Bofast och reproducerande"
"2708"	234124	""	""	""	"Pteroxanium kelloggi"	"Pteroxanium kelloggi"	"(Ribaga, 1905)"	"Psocoptera"	"absent"	"https://www.dyntaxa.se/taxon/info/234124"	"Bofast och reproducerande"
"2710"	234133	""	""	""	"Liposcelis bostrychophila"	"Liposcelis bostrychophila"	"Badonnel, 1931"	"Psocoptera"	"present"	"https://www.dyntaxa.se/taxon/info/234133"	"Bofast och reproducerande"
